Episode,mean_score,std_dev
0,18.5,10.519
10,18.5,10.519
20,18.5,10.519
30,18.5,10.519
40,18.5,10.519
50,20.0,9.0
60,57.7,10.863
70,12.2,2.135
80,10.5,1.204
90,10.9,1.64
100,19.4,5.004
110,27.1,18.981
120,43.8,31.096
130,44.5,29.145
140,58.8,29.072
150,68.4,36.601
160,43.4,17.676
170,59.6,31.794
180,75.6,30.349
190,56.8,17.134
200,70.8,22.89
210,88.6,17.721
220,85.1,14.598
230,90.9,30.507
240,75.3,13.828
250,72.5,10.735
260,83.0,21.772
270,100.7,37.14
280,95.6,28.994
290,135.0,24.207
300,96.9,29.002
310,128.7,28.99
320,76.2,13.037
330,91.2,24.498
340,101.1,31.287
350,69.4,20.684
360,163.6,31.831
370,157.1,32.998
380,99.3,28.74
390,119.3,40.06
400,99.6,27.35
410,152.7,31.003
420,106.2,27.316
430,152.8,26.698
440,132.9,26.629
450,157.2,42.537
460,139.4,33.464
470,165.9,30.267
480,106.1,27.453
490,101.9,27.624
500,142.7,45.976
510,167.4,31.168
520,171.4,17.884
530,200.9,34.898
540,172.1,29.68
550,187.7,41.723
560,115.7,24.516
570,101.8,29.199
580,156.8,32.105
590,144.5,17.229
600,106.8,31.492
610,142.6,34.517
620,170.6,49.447
630,99.1,23.666
640,197.8,50.791
650,145.2,29.694
660,158.1,28.282
670,237.3,37.882
680,136.4,26.352
690,177.6,39.434
700,144.0,30.542
710,166.5,27.493
720,196.5,33.664
730,136.1,25.743
740,368.9,93.343
750,191.3,36.772
760,161.2,40.159
770,136.4,31.891
780,156.7,26.803
790,188.9,43.791
800,145.2,19.072
810,147.8,51.332
820,157.3,31.636
830,226.8,59.226
840,127.5,31.929
850,156.0,34.337
860,165.7,45.985
870,147.8,35.735
880,117.1,17.427
890,122.9,22.206
900,127.7,26.177
910,139.4,27.634
920,175.3,50.569
930,184.7,32.484
940,130.7,39.062
950,155.5,37.254
960,169.0,39.641
970,144.7,40.202
980,126.4,34.232
990,203.6,59.222
