Episode,mean_score,std_dev
0,18.5,10.519
10,18.5,10.519
20,18.5,10.519
30,18.5,10.519
40,18.5,10.519
50,32.0,18.852
60,59.3,39.628
70,40.4,6.711
80,36.4,7.605
90,31.7,7.17
100,35.8,7.534
110,32.9,7.049
120,40.8,7.373
130,37.4,7.324
140,35.0,7.335
150,32.9,7.79
160,20.8,4.895
170,17.1,6.379
180,20.9,9.289
190,19.0,5.385
200,17.2,5.455
210,30.0,9.92
220,22.7,8.626
230,14.5,5.201
240,14.0,5.158
250,16.5,4.272
260,13.3,2.369
270,13.7,3.437
280,12.5,3.854
290,13.3,4.383
300,19.0,3.256
310,12.1,3.477
320,9.3,1.1
330,23.2,6.096
340,24.3,6.017
350,18.1,3.081
360,9.2,0.872
370,9.4,0.663
380,14.0,2.098
390,11.1,1.758
400,9.2,0.872
410,12.9,1.446
420,12.9,1.578
430,12.0,1.483
440,21.1,9.214
450,19.6,2.8
460,20.9,3.727
470,23.7,3.662
480,21.2,13.31
490,9.5,0.806
500,23.4,11.732
510,22.6,3.904
520,20.7,3.848
530,20.2,3.736
540,20.1,3.885
550,17.6,3.072
560,15.1,2.343
570,16.3,3.035
580,14.8,2.227
590,15.7,3.164
600,15.9,3.419
610,15.9,3.419
620,14.6,2.375
630,15.2,3.187
640,14.0,2.72
650,14.0,3.873
660,13.7,4.051
670,15.4,3.583
680,11.1,1.221
690,12.3,2.934
700,16.6,4.176
710,14.2,4.19
720,9.7,1.735
730,9.4,1.2
740,11.7,3.951
750,12.7,4.54
760,13.4,3.904
770,10.9,3.3
780,12.5,4.631
790,9.6,1.428
800,10.9,2.508
810,15.7,4.36
820,19.0,5.385
830,17.9,5.522
840,9.4,1.2
850,9.9,0.943
860,11.0,1.095
870,9.2,0.872
880,9.2,0.872
890,10.8,0.872
900,10.2,0.98
910,12.0,6.403
920,9.2,0.872
930,20.3,3.743
940,12.0,6.403
950,15.6,2.059
960,12.9,2.022
970,13.4,2.01
980,14.6,2.107
990,14.5,2.012
