Episode,mean_score,std_dev
0,18.5,10.519
10,18.5,10.519
20,18.5,10.519
30,18.5,10.519
40,18.5,10.519
50,48.4,21.616
60,39.1,21.342
70,62.9,26.308
80,63.0,29.799
90,15.5,2.202
100,9.2,0.872
110,48.7,9.95
120,41.7,5.12
130,13.9,1.3
140,9.0,0.775
150,25.3,6.842
160,41.0,10.383
170,14.5,2.247
180,8.9,0.7
190,27.2,5.4
200,59.2,13.556
210,9.4,0.663
220,9.2,0.748
230,12.2,1.536
240,16.4,2.107
250,9.4,0.663
260,13.0,1.949
270,9.2,0.872
280,14.8,1.99
290,9.4,0.663
300,9.4,0.663
310,10.0,0.894
320,9.2,0.872
330,11.0,2.569
340,9.4,0.663
350,9.3,0.9
360,11.1,1.513
370,9.4,0.663
380,9.4,0.663
390,11.3,1.676
400,9.7,1.005
410,9.4,0.663
420,9.4,0.663
430,9.2,0.872
440,9.2,0.872
450,9.4,0.663
460,9.4,0.663
470,9.2,0.872
480,9.2,0.872
490,9.4,0.663
500,9.4,0.663
510,9.2,0.872
520,9.2,0.872
530,9.4,0.663
540,9.4,0.663
550,9.2,0.872
560,9.2,0.872
570,9.4,0.663
580,9.4,0.663
590,9.2,0.872
600,9.2,0.872
610,9.4,0.663
620,9.4,0.663
630,10.9,1.221
640,12.7,1.9
650,9.4,0.663
660,9.7,0.781
670,65.3,55.049
680,31.6,4.587
690,9.4,0.663
700,9.2,0.872
710,10.1,1.044
720,10.1,1.044
730,9.4,0.663
740,9.4,0.663
750,9.2,0.872
760,9.2,0.872
770,9.4,0.663
780,9.4,0.663
790,9.2,0.872
800,9.2,0.872
810,9.4,0.663
820,9.4,0.663
830,9.2,0.872
840,9.2,0.872
850,9.4,0.663
860,9.2,0.872
870,9.2,0.872
880,13.4,2.417
890,9.4,0.663
900,9.4,0.663
910,9.2,0.872
920,9.8,0.6
930,9.2,0.872
940,9.2,0.872
950,9.4,0.663
960,9.4,0.663
970,9.4,0.663
980,9.4,0.663
990,9.2,0.872
