Episode,mean_score,std_dev
0,9.5,1.5
10,9.5,1.5
20,9.5,1.5
30,9.5,1.5
40,9.5,1.5
50,8.9,0.831
60,8.9,0.831
70,8.9,0.831
80,8.9,0.831
90,8.9,0.831
100,8.9,0.831
110,40.4,30.041
120,53.0,15.614
130,118.5,106.013
140,132.8,125.345
150,127.1,127.17
160,96.1,83.041
170,76.5,31.36
180,77.6,29.827
190,59.5,13.699
200,55.5,12.093
210,51.7,12.9
220,49.1,20.911
230,49.7,28.59
240,47.3,30.591
250,41.0,21.105
260,36.8,15.898
270,35.2,13.629
280,35.6,14.249
290,33.6,11.985
300,32.7,10.621
310,31.0,10.668
320,34.9,15.934
330,40.5,26.44
340,41.6,30.054
350,52.2,54.983
360,47.1,41.774
370,43.8,29.832
380,44.2,27.716
390,44.9,26.262
400,45.5,27.983
410,60.7,54.867
420,79.2,111.625
430,40.0,19.463
440,37.4,16.488
450,35.7,14.192
460,33.8,12.213
470,32.9,11.597
480,31.1,11.406
490,27.5,6.771
500,26.0,4.817
510,30.1,10.672
520,17.0,5.422
530,9.7,0.781
540,9.7,0.781
550,9.7,0.781
560,16.5,20.18
570,27.4,34.906
580,42.0,36.663
590,48.5,38.736
600,33.4,44.168
610,47.9,21.394
620,35.0,10.208
630,32.0,7.746
640,30.1,5.682
650,28.5,4.006
660,26.9,3.727
670,24.7,3.662
680,11.2,3.816
690,8.9,0.831
700,8.9,0.831
710,8.9,0.831
720,11.0,2.864
730,9.7,0.781
740,9.7,0.781
750,9.7,0.781
760,9.9,0.943
770,10.0,1.0
780,9.7,0.781
790,9.7,0.781
800,9.7,0.781
810,12.2,6.66
820,52.1,18.371
830,33.2,8.681
840,8.9,0.831
850,8.9,0.831
860,8.9,0.831
870,8.9,0.831
880,8.9,0.831
890,8.9,0.831
900,8.9,0.831
910,16.3,7.114
920,9.7,0.781
930,9.7,0.781
940,9.7,0.781
950,9.7,0.781
960,9.7,0.781
970,10.3,1.1
980,9.8,0.872
990,9.7,0.781
