Episode,mean_score,std_dev
0,18.5,10.519
10,18.5,10.519
20,18.5,10.519
30,18.5,10.519
40,18.5,10.519
50,13.7,5.728
60,21.4,5.314
70,12.9,2.948
80,43.3,30.871
90,29.1,17.335
100,53.6,31.803
110,60.6,29.008
120,42.4,31.27
130,52.2,12.262
140,47.2,21.165
150,50.2,18.899
160,61.0,12.091
170,69.5,10.259
180,118.7,31.097
190,75.7,9.9
200,80.3,18.347
210,53.5,29.412
220,113.9,31.989
230,87.8,23.203
240,117.7,28.485
250,105.6,25.053
260,81.5,9.912
270,347.6,92.076
280,188.0,41.536
290,158.8,30.436
300,132.5,24.845
310,182.0,36.423
320,151.6,40.959
330,161.8,48.156
340,98.0,32.726
350,92.8,22.746
360,59.5,31.838
370,83.4,31.474
380,141.8,28.593
390,139.6,49.858
400,144.4,26.875
410,146.4,34.042
420,101.6,19.148
430,132.4,17.811
440,182.3,58.143
450,171.4,39.828
460,149.7,30.575
470,151.5,21.809
480,127.8,27.169
490,155.0,45.473
500,119.8,16.351
510,114.3,36.125
520,318.0,135.961
530,93.8,26.547
540,166.2,61.147
550,224.6,83.805
560,94.7,28.997
570,95.4,23.483
580,139.5,27.565
590,63.8,23.84
600,93.3,12.466
610,155.3,35.811
620,112.3,30.858
630,81.3,16.481
640,89.1,19.113
650,116.6,22.308
660,141.0,36.886
670,67.5,16.925
680,41.4,23.014
690,90.6,62.465
700,87.9,18.823
710,192.7,48.553
720,153.6,52.3
730,76.9,32.685
740,154.2,32.526
750,78.2,30.258
760,151.9,41.038
770,245.0,132.198
780,176.3,68.519
790,108.3,86.75
800,247.0,55.252
810,188.4,58.45
820,129.5,26.143
830,126.8,31.339
840,268.6,45.089
850,90.5,6.801
860,80.5,21.671
870,86.0,43.389
880,128.0,47.862
890,145.1,39.924
900,171.7,61.605
910,295.8,155.992
920,130.4,40.389
930,178.9,84.811
940,54.5,28.897
950,122.6,38.934
960,122.2,48.052
970,185.3,60.619
980,116.5,20.597
990,129.8,28.954
